track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path,dof_assumed,t_statistic,partial_r2,partial_f2,rv_q,rv_qa,rv_q_pct,rv_qa_pct,sensitivity_method,sensitivity_notes
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,8.285812669071138e-06,1.56941391581108e-05,-2.24741348491858e-05,3.904576018732808e-05,0.5975299754925918,-0.0812321116825027,-0.2171682621380317,0.1532454082284388,0.0067453344086466,3362.755842718917,0.9639398661248416,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,0.5279558557239499,0.0004415440740925062,0.0004417391213838481,0.020797881704468626,0.0,2.0797881704468626,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0070785900976072,0.0487799819515521,-0.1026855978891633,0.0885284176939488,0.8846219687944282,-0.0812321116825027,-0.3190036489707968,0.1532454082284388,0.0067453344086466,3362.755842718917,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,-0.14511260181763908,3.33707836694576e-05,3.337189731582356e-05,0.005760179614665003,0.0,0.5760179614665003,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0031284882575399,0.0197906318287667,-0.0419174138732148,0.0356604373581349,0.8743943502788857,-0.2386451847579513,0.995908135794145,0.1532454082284388,0.0062965344973903,3362.755842718917,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,-0.1580792510622365,3.960072905200392e-05,3.9602297331850396e-05,0.006273265624961927,0.0,0.6273265624961927,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,8.182497072158581e-06,1.3864496889825272e-05,-1.8991417495666543e-05,3.535641163998371e-05,0.5550724789966297,-0.2386451847579513,-0.2171682621380317,0.1532454082284388,0.0062965344973903,3362.755842718917,0.948508762670043,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,0.5901762708867903,0.0005516891805796863,0.0005519937095369858,0.02322017057315106,0.0,2.3220170573151058,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0499472426934639,0.0365381210290995,-0.0216661585863367,0.1215606439732645,0.1716284688956186,-0.2386451847579513,-0.3190036489707968,0.1532454082284388,0.0062965344973903,3362.755842718917,0.7071920043650793,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,1.3669899077099552,0.002952684374707604,0.002961428538479987,0.052958435735394695,0.0,5.29584357353947,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0031162268478123,0.0202327263837868,-0.0427716418690879,0.0365391881734632,0.8775946546262361,-0.2652578585550136,0.995908135794145,0.1532454082284388,0.01537936276846,3362.755842718917,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,-0.15401912667140316,3.759270936680417e-05,3.759412263173016e-05,0.006112636373146608,0.0,0.6112636373146607,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-2.7535413545628397e-06,8.298788650904033e-06,-1.901886822564449e-05,1.351178551651881e-05,0.7400399857994315,-0.2652578585550136,-0.2171682621380317,0.1532454082284388,0.01537936276846,3362.755842718917,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,-0.33180039526164834,0.0001744410425029396,0.00017447147748935986,0.013121817503765707,0.0,1.3121817503765707,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0787849288709242,0.0286944576499595,0.0225448253210936,0.1350250324207549,0.0060391209343314,-0.2652578585550136,-0.3190036489707968,0.1532454082284388,0.01537936276846,3362.755842718917,0.0984258186785706,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,631.0,2.74564969416787,0.011806008806143176,0.011947055852748207,0.10349216938851709,0.030586665234803335,10.34921693885171,3.0586665234803334,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0045917883270428,0.0186738858950087,-0.0411919321326705,0.0320083554785847,0.8057646273075423,-0.1595515744028663,0.9956737825344936,0.2075078017619803,0.0023684482066175,3477.635084041861,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-0.24589356242506166,9.59648280299764e-05,9.597403816204396e-05,0.009748764530082827,0.0,0.9748764530082826,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,4.462950457171904e-06,1.1614279268799605e-05,-1.830061861606552e-05,2.722651953040932e-05,0.7007827204959143,-0.1595515744028663,-0.145933389152562,0.2075078017619803,0.0023684482066175,3477.635084041861,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.38426409025320196,0.00023432427142230908,0.00023437919215574753,0.015192706731369169,0.0,1.5192706731369168,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0444382620060267,0.0316267833781405,-0.1064256183740322,0.0175490943619786,0.1599965390637986,-0.1595515744028663,-0.2272169880959906,0.2075078017619803,0.0023684482066175,3477.635084041861,0.6940817373497516,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-1.4050832003592602,0.0031239544529563265,0.003133744126875906,0.05443490661312811,0.0,5.443490661312811,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0113852391630578,0.0171383394007478,-0.0449757671433473,0.0222052888172317,0.5064893489119162,-0.3868727219863879,0.9956737825344936,0.2075078017619803,0.0073469464195691,3477.635084041861,0.9441539990268156,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-0.6643140211449556,0.0007000066612174843,0.0007004970137933024,0.02611897301187654,0.0,2.6118973011876543,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-1.4496609083943216e-05,1.0709750170040614e-05,-3.548733370064454e-05,6.4941155327581066e-06,0.1758672681872102,-0.3868727219863879,-0.145933389152562,0.2075078017619803,0.0073469464195691,3477.635084041861,0.7203186313775556,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-1.3535898460541065,0.002899829187994575,0.0029082626529218724,0.05249378013298731,0.0,5.249378013298731,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0133712574150162,0.0360725534227719,-0.0840721629540462,0.0573296481240137,0.7108782980949662,-0.3868727219863879,-0.2272169880959906,0.2075078017619803,0.0073469464195691,3477.635084041861,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-0.3706767651933169,0.00021804968881153719,0.00021809724484790692,0.014659469801912304,0.0,1.4659469801912304,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.051829075330831,0.0285360283690474,-0.1077586631959773,0.0041005125343152,0.0693292706226815,-0.2675039712240423,0.9956737825344936,0.2075078017619803,0.0209503787599709,3477.635084041861,0.4658093096528959,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-1.816268005503149,0.0052089618902130645,0.005236237250499027,0.0697910782742805,0.0,6.97910782742805,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,1.902454963531123e-05,2.416290569102073e-05,-2.83338752809273e-05,6.638297455154976e-05,0.4310797726377837,-0.2675039712240423,-0.145933389152562,0.2075078017619803,0.0209503787599709,3477.635084041861,0.8942861461143674,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.7873452753813882,0.00098302094541636,0.0009839882264530064,0.030880450558179902,0.0,3.0880450558179904,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.1543894330774073,0.0679081771576081,-0.2874870145620848,-0.0212918515927298,0.0229958956639596,-0.2675039712240423,-0.2272169880959906,0.2075078017619803,0.0209503787599709,3477.635084041861,0.2301481002190593,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-2.2735028319061614,0.008137702928085988,0.008204468455056088,0.0865691327011424,0.012203819663626297,8.65691327011424,1.2203819663626296,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0523939834662066,0.0299276679538304,-0.0062631678645745,0.1110511347969878,0.0799998155205095,-0.0822607658318865,0.9956737825344936,0.2075078017619803,0.0138744864126049,3477.635084041861,0.5162252246795143,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,1.7506871416454874,0.004841376360386707,0.00486492931416325,0.06735898323212039,0.0,6.735898323212039,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-2.394460016101076e-06,2.139989320708673e-05,-4.433747997499443e-05,3.954855994279228e-05,0.9109096635992462,-0.0822607658318865,-0.145933389152562,0.2075078017619803,0.0138744864126049,3477.635084041861,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,-0.11189121333129518,1.9872055285236864e-05,1.9872450191665724e-05,0.004447927492003971,0.0,0.44479274920039713,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0419107897877182,0.0695224236455494,-0.0943506566754944,0.1781722362509309,0.5466161683000083,-0.0822607658318865,-0.2272169880959906,0.2075078017619803,0.0138744864126049,3477.635084041861,0.948508762670043,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.6028384453538997,0.0005765153608462418,0.0005768479225344552,0.023730966349810367,0.0,2.373096634981037,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0016314485149317,0.02219093088568,-0.0418619768044186,0.045124873834282,0.941393359431192,-0.1937778151822631,0.9956737825344936,0.2075078017619803,0.006706150382307,3477.635084041861,0.9813174645123344,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.073518705607095,8.579291592176208e-06,8.579365197051909e-06,0.002924768800673651,0.0,0.2924768800673651,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,1.850126609838749e-05,2.329538356455997e-05,-2.715684669419635e-05,6.415937889097133e-05,0.4270771977257297,-0.1937778151822631,-0.145933389152562,0.2075078017619803,0.006706150382307,3477.635084041861,0.8942861461143674,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.7942031109774931,0.0010002026905651246,0.0010012040975973463,0.031145167020835387,0.0,3.1145167020835385,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.029860925196916,0.0468904935774151,-0.0620427534321243,0.1217646038259564,0.5242404149951592,-0.1937778151822631,-0.2272169880959906,0.2075078017619803,0.006706150382307,3477.635084041861,0.948508762670043,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.6368225821213913,0.0006433049417191572,0.0006437190493646923,0.025051800891550884,0.0,2.5051800891550884,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0111099233476852,0.0274220257885493,-0.042636259581,0.0648561062763704,0.6853702145301053,-0.2757315358595031,0.9956737825344936,0.2075078017619803,0.0379902485359829,3477.635084041861,0.9807389680723684,1.0,0,0,models/causal_estimates_v1/track1_per_cell_v1/track1_per_cell_estimates_v1.csv,630.0,0.4051459740193376,0.00026047699162134807,0.0002605448575620282,0.01601165522772051,0.0,1.601165522772051,0.0,cinelli_hazlett_numeric_minimal_reporting_v1,"Computed from estimate, standard error, and assumed final-stage dof = sample_n - 2 using the sensemakr numeric formulas."
