construct,track1_outcome,track2_outcome,spec_id,hypothesis_family,weight_status,treatment,track1_sample_n,track2_sample_n,track1_estimate,track1_std_error,track1_ci_low,track1_ci_high,track1_p_value,track1_p_value_adj_bh,track2_estimate,track2_std_error,track2_ci_low,track2_ci_high,track2_p_value,track2_p_value_adj_bh,same_sign,opposite_sign,comparison_status,divergence_flag,notes,source_path
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,unweighted,age_at_first_exposure,633,633,-0.0124559681834071,0.0302770434926162,-0.0717978829872878,0.0468859466204734,0.6807794357517785,0.9807389680723684,0.0063661278803358,0.0103246899477731,-0.0138698925688423,0.0266021483295139,0.5375034472500901,0.8536819456324961,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,unweighted,total_days_incarcerated,633,633,-1.0337738732196755e-05,1.294522613875549e-05,-3.5709915735884026e-05,1.5034438271490513e-05,0.4245366749334009,0.8942861461143674,6.520093367756771e-06,3.736164136703724e-06,-8.026537805127112e-07,1.3842840516026253e-05,0.0809621844424519,0.3582713482989196,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,unweighted,severity_index_v2,633,633,-0.015204394290558,0.0345595055015248,-0.0829397803970605,0.0525309918159445,0.6599745819117233,0.9760885314688308,0.0214684323885979,0.0103072173665794,0.0012666575692763,0.0416702072079194,0.0372645029791449,0.2012283160873829,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,timing_dummy,H1,unweighted,adolescent_exposure_flag,633,633,0.0404192626693928,0.1670277742343898,-0.2869491592478985,0.3677876845866841,0.8087869302799512,0.9813174645123344,-0.0369246427928772,0.0826966019518318,-0.1990070042623124,0.1251577186765579,0.6552307853200117,0.9562827677643412,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,unweighted,adolescent_exposure_flag,633,633,-0.0410037355775651,0.1469578612909096,-0.3290358509527809,0.2470283797976506,0.780231809900666,0.9813174645123344,-0.015835997381122,0.0730314524038527,-0.1589750138313244,0.1273030190690804,0.8283345614387112,0.994513055352366,1,0,estimated,,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,unweighted,total_days_incarcerated,633,633,-3.227986447219971e-05,1.7148306992912962e-05,-6.588992857414546e-05,1.330199629746052e-06,0.059782585233308,0.4259509197873196,1.212864162878978e-05,5.172064927620941e-06,1.991580644949973e-06,2.2265702612629584e-05,0.0190256058047287,0.1450060306691832,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,unweighted,severity_index_v2,633,633,-0.0322477875256937,0.0481382076900231,-0.1265969408784482,0.0621013658270606,0.5029215106956688,0.9441539990268156,0.0230887586856963,0.0154262793639306,-0.0071461932830611,0.0533237106544538,0.1344671789615504,0.4538267289952327,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,unweighted,adolescent_x_dosage_v1,633,633,5.346442121394666e-05,2.467342907916325e-05,5.105388843683407e-06,0.0001018234535842,0.0302438161161493,0.2686593535512487,-1.4190198045072232e-05,6.36329226708887e-06,-2.6662021711668646e-05,-1.718374378475816e-06,0.0257468556184408,0.1658498050072087,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,unweighted,adolescent_x_severity_v1,633,633,0.009930690580266,0.0752529264536556,-0.1375623350001404,0.1574237161606725,0.8950126257267341,0.9813174645123344,0.0035388151390365,0.0208299060119234,-0.0372870504456876,0.0443646807237608,0.8650957996569256,0.994513055352366,1,0,estimated,,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,unweighted,adolescent_exposure_flag,633,633,0.117812000865082,0.2903429098658998,-0.4512496456386407,0.6868736473688049,0.6849127212702524,0.9807389680723684,0.0007895387929221,0.0756388971656231,-0.147459975482028,0.1490390530678722,0.9916716213878168,0.994513055352366,1,0,estimated,,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,unweighted,interview_year_centered_v1,633,633,-0.0027655279952418,0.0026175502257377,-0.0078958321654126,0.0023647761749289,0.2907248068381591,0.881069887355995,0.0009142008208411,0.0007832142434818,-0.0006208708885619,0.0024492725302442,0.2431125195353587,0.5833727238873609,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,unweighted,adolescent_x_interview_year_centered_v1,633,633,0.0021935440514737,0.003694132803262,-0.0050468231970278,0.0094339112999754,0.5526516848060254,0.948508762670043,-0.0016484791014439,0.0009609227135656,-0.0035318530119591,0.0002348948090713,0.0862505097756658,0.3582713482989196,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,ipw,age_at_first_exposure,632,632,-0.0154736659944137,0.0264706208196494,-0.0673551294493428,0.0364077974605153,0.5588436130936072,0.948508762670043,0.0035636706557085,0.0092590825470131,-0.0145837976663206,0.0217111389777377,0.7003235263750347,0.976887281500646,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,ipw,total_days_incarcerated,632,632,-6.346179136245122e-06,1.4104338217758342e-05,-3.3990174068823325e-05,2.1297815796333084e-05,0.6527499621805893,0.9760885314688308,8.26013450403897e-06,5.126554732201518e-06,-1.7877281358493868e-06,1.8307997143927327e-05,0.107126383172515,0.3932040721198692,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,ipw,severity_index_v2,632,632,-0.0731368497732456,0.0437732948090266,-0.158930931083592,0.0126572315371007,0.0947592529962101,0.5466792647668787,0.0409080575226832,0.0127573935741981,0.015904025580652,0.0659120894647143,0.0013430632067406,0.0290101652655988,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,timing_dummy,H1,ipw,adolescent_exposure_flag,632,632,0.945822269827846,0.5863624065841152,-0.2034269289652516,2.095071468620944,0.1067372058543658,0.582664223893685,-0.1960240366444007,0.147955481322297,-0.4860114513513915,0.0939633780625899,0.1852092097559483,0.54061066631466,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,ipw,adolescent_exposure_flag,632,632,0.8955571384276331,0.5895875601036816,-0.2600132451084274,2.0511275219636937,0.1287737524744351,0.6374864136649862,-0.1608634631448392,0.1393885776661052,-0.4340600552266697,0.1123331289369912,0.2484735675816537,0.5833727238873609,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,ipw,total_days_incarcerated,632,632,-1.0181108871172516e-05,1.7726892155994656e-05,-4.492517905474763e-05,2.45629613124026e-05,0.5657436379202123,0.954142991014173,1.1979816912065092e-05,6.245220166062687e-06,-2.6058968894102773e-07,2.422022351307121e-05,0.0550808749958747,0.2710322467043001,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,ipw,severity_index_v2,632,632,-0.0731864873853971,0.056269934491799,-0.1834735324017514,0.0371005576309571,0.1933843877045968,0.758162003630805,0.0393189531406123,0.0165233445842972,0.0069337928512447,0.0717041134299799,0.0173314330480312,0.1442045556377633,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,ipw,adolescent_x_dosage_v1,632,632,2.407692468574186e-05,2.577800969132982e-05,-2.644704590238906e-05,7.460089527387277e-05,0.3502986175336865,0.8869729811452898,-1.697210657155301e-05,7.134025210664981e-06,-3.0954539049257144e-05,-2.9896740938488755e-06,0.0173579557712122,0.1442045556377633,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,ipw,adolescent_x_severity_v1,632,632,-0.0198541517712089,0.0847121494424529,-0.1858869137313915,0.1461786101889735,0.8146962318347017,0.9813174645123344,0.0194415544237855,0.023210557559816,-0.0260503024545477,0.0649334113021188,0.402245918693483,0.7365933213585568,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,ipw,adolescent_exposure_flag,632,632,-0.1418793793728059,0.8098052041431372,-1.729068413986461,1.445309655240849,0.8609210215412884,0.9813174645123344,0.0231002267258625,0.0868370323557506,-0.147097229215748,0.1932976826674731,0.7902252305848253,0.994513055352366,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,ipw,interview_year_centered_v1,632,632,-0.0059942276359978,0.0025017534319685,-0.0108975742608556,-0.00109088101114,0.0165746128934352,0.1828554067598336,0.0009180654201406,0.0007321416135436,-0.0005169057739878,0.0023530366142691,0.2098619452506059,0.5528070752942791,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,expressive_environment,H5,ipw,adolescent_x_interview_year_centered_v1,632,632,0.0024743833594777,0.0048218361176693,-0.0069762417705085,0.011925008489464,0.6078379622585104,0.9714045938897689,-0.0014030059683021,0.0011659294813414,-0.0036881857602447,0.0008821738236404,0.2288459749777298,0.5631342647716557,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,rake,age_at_first_exposure,632,632,0.0058467258761954,0.0216228481201672,-0.0365332776825119,0.0482267294349027,0.7868558221310644,0.9813174645123344,-0.0011101584151008,0.0058302830603696,-0.0125373032330993,0.0103169864028975,0.84898595141046,0.994513055352366,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,rake,total_days_incarcerated,632,632,-4.568405738416914e-06,1.4442395236046275e-05,-3.287498025156047e-05,2.373816877472664e-05,0.7517603006997631,0.9813174645123344,9.132077143229242e-06,4.999587109126483e-06,-6.669335282293909e-07,1.893108781468788e-05,0.0677650097594357,0.3182009153921329,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,joint_continuous,H3,rake,severity_index_v2,632,632,-0.08093079333748,0.0466369027601036,-0.1723374430977798,0.0104758564228197,0.0826809404369553,0.5236459561007173,0.0381464220914733,0.0141664685094011,0.0103806540249263,0.0659121901580203,0.0070870425235017,0.0850445102820214,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,timing_dummy,H1,rake,adolescent_exposure_flag,632,632,0.6695605965367573,0.647890265581689,-0.6002809899374439,1.9394021830109585,0.3013945119201727,0.881069887355995,-0.1252455612601835,0.1382509987215243,-0.3962125395810641,0.1457214170606972,0.3649735398822742,0.7166753146779202,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,rake,adolescent_exposure_flag,632,632,0.593951334107868,0.6396410838000091,-0.6597221531723164,1.8476248213880524,0.3531121267791491,0.8869729811452898,-0.0817698699701836,0.1196247130272411,-0.3162299991645156,0.1526902592241485,0.4942572686115382,0.8212274616930173,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,rake,total_days_incarcerated,632,632,-1.2852076133006724e-05,1.7790948759237197e-05,-4.772169495190919e-05,2.2017542685895743e-05,0.4700522230950075,0.9238957488419112,1.3476869660861218e-05,6.1193542194681e-06,1.4831557820605277e-06,2.547058353966191e-05,0.0276416341678681,0.1658498050072087,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,rake,severity_index_v2,632,632,-0.0889968969201246,0.0573115177296717,-0.2013254075696099,0.0233316137293606,0.1204560281176951,0.6241812366098748,0.0398394820386781,0.0179276848548649,0.0047018653969586,0.0749770986803976,0.0262676042956743,0.1658498050072087,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
injury_vs_authority_shift,share_class_Injury,authority_stance,amplification,H4,rake,adolescent_x_dosage_v1,632,632,3.1097808707014384e-05,2.5845129786073508e-05,-1.9557714849453085e-05,8.175333226348185e-05,0.2288847361894369,0.8253330645782515,-1.6780182295552855e-05,6.668470924284306e-06,-2.985014513910262e-05,-3.7102194520030886e-06,0.0118578599731125,0.1164226251905596,0,1,estimated,opposite_sign,Cross-track sign comparison is mechanical and does not by itself encode substantive directional equivalence.,models/causal_estimates_v1/measurement_sensitivity_v1.csv
